spearman,acc_loss
0.2785547785547786,0.09901580611345219
0.04778554778554778,0.19496057624569882
-0.14918414918414918,0.07754078763659435
0.231934731934732,0.10971647442241401
0.22261072261072265,0.043061581638679146
0.24009324009324015,0.14375646282459006
0.16083916083916086,0.08452685869935085
0.09324009324009323,0.026514706274878636
0.41375291375291373,0.05411341581734002
-0.04545454545454546,0.14669197803345913
-0.1013986013986014,0.06718988362001006
0.11538461538461538,0.04730004321625101
0.42307692307692313,0.04962188338792727
0.3438228438228439,0.12478969743124795
0.2890442890442891,0.09855799552590601
0.1293706293706294,0.0988609498583644
0.11888111888111887,0.18990589192130644
0.29603729603729606,0.06493433956790293
0.009324009324009295,0.038145738284763066
0.14568764568764572,0.07691612682185467
0.039627039627039624,0.08212010585016385
0.09673659673659672,0.1138555837841692
0.17832167832167836,0.04676880178854187
0.031468531468531465,0.1536882024687011
0.33100233100233106,0.03773858342992922
0.18997668997669,0.05802175013127935
0.18414918414918416,0.06173405349788185
0.030303030303030273,0.12712245752069126
0.3275058275058276,0.14734671328935908
0.1317016317016317,0.05162789421888847
0.013986013986014003,0.09247133061547343
-0.06643356643356645,0.07080431004219084
0.32167832167832167,0.06352794286102889
0.3181818181818182,0.032758122577325806
0.017482517482517484,0.11818143347128929
0.15967365967365973,0.08822641429568594
0.16783216783216784,0.08379172663472167
0.13053613053613053,0.062149727418028794
0.4055944055944056,0.12279518234373865
0.16200466200466204,0.07399825680219606
0.045454545454545414,0.05553639674181204
-0.2668997668997669,0.12979231214090126
-0.059440559440559426,0.26684246170134523
0.22377622377622383,0.14558424930827973
0.4580419580419581,0.028693538654330886
0.3181818181818182,0.05688501908978638
-0.16433566433566435,0.1278384094117904
0.42540792540792544,0.05921158589404916
0.41375291375291373,0.06986435708083379
-0.1013986013986014,0.13941526945326352
0.06410256410256414,0.1390539939217397
0.2435897435897436,0.17478672385145277
0.009324009324009333,0.1145411567097875
0.14568764568764572,0.034589410725534155
0.41958041958041964,0.03201642009131997
0.20046620046620048,0.07556594595832924
-0.01748251748251749,0.2543920881653073
0.0874125874125874,0.05222642950108167
0.1503496503496504,0.0668262155680883
0.2867132867132867,0.08874714889516684
0.17832167832167836,0.03570023496581132
0.12470862470862472,0.1270091150877919
0.13869463869463872,0.10142700767045448
0.08158508158508158,0.08927771712989459
0.2575757575757576,0.093857378338169
0.029137529137529133,0.13145300803362525
0.12820512820512822,0.09598259170665539
0.03146853146853149,0.23992727111845666
0.28671328671328683,0.08207138047001857
0.2459207459207459,0.03646086451246732
-0.10722610722610722,0.04884849154285741
0.05594405594405596,0.07130522070903707
0.01981351981351981,0.09324286363509106
0.44172494172494176,0.1567146983829135
0.18648018648018652,0.11282136247560119
0.231934731934732,0.04543087012856185
0.0303030303030303,0.09510011529315072
0.15850815850815855,0.13176927731230934
0.13170163170163174,0.08642654395210903
0.21212121212121215,0.09351334791577288
0.12820512820512822,0.0858906461629768
0.07342657342657348,0.1203410995764997
0.11538461538461542,0.11071903714804338
-0.351981351981352,0.0712934246772682
0.22261072261072265,0.13923928254546206
0.17948717948717952,0.04775919786774141
0.2342657342657343,0.0989500803624392
0.4347319347319347,0.07895473243699748
-0.08275058275058275,0.07114125505725641
0.3344988344988346,0.04918027566504557
0.27272727272727276,0.09928267322619067
0.17715617715617715,0.12783838551546353
0.08974358974358974,0.0811613187899844
0.08624708624708625,0.06552295591097844
0.11421911421911425,0.07959384093752182
0.12121212121212122,0.08584407697884029
0.03263403263403264,0.14595111526779128
-0.0337995337995338,0.1291009847649958
0.3228438228438229,0.05808353780489733
0.30303030303030304,0.036607752986431125
