spearman,acc_loss
0.2719780219780219,0.09935815269954852
0.07417582417582415,0.21113109944506067
-0.08516483516483515,0.07474403303923062
0.21794871794871795,0.10665832128385673
0.12362637362637362,0.05900873780165655
0.3598901098901099,0.11213643479541331
0.08424908424908424,0.1367685211308588
-0.08241758241758244,0.12413284608689734
0.5009157509157509,0.06674159515450431
0.06959706959706963,0.1338247001807765
-0.050366300366300375,0.07325569112951201
0.001831501831501832,0.10474205170228996
0.30860805860805857,0.11151566200658698
0.1950549450549451,0.15138831056826949
0.2747252747252747,0.11309189432142171
0.31043956043956045,0.07418268910516808
0.06959706959706961,0.2162308487073263
0.16208791208791207,0.11738177097903996
0.16575091575091574,0.047189365128967486
0.18406593406593405,0.05252850609726469
0.043040293040293005,0.11766073864479738
0.1987179487179487,0.15381637422209185
0.3379120879120879,0.0493465629523084
0.3415750915750915,0.06466035291863254
0.1858974358974359,0.06387670047809851
0.2142857142857143,0.026523781379131178
0.019230769230769218,0.1565114643030248
-0.023809523809523826,0.11720735137480505
0.3827838827838828,0.19575430514868977
0.04304029304029303,0.08420723460966273
0.09340659340659342,0.11844424414606114
-0.05036630036630039,0.06116090047637613
0.25457875457875456,0.06505859808118723
0.21062271062271062,0.06880899828819992
0.0924908424908425,0.17259071746068336
0.29212454212454214,0.11969857802733334
0.08150183150183148,0.10035773147851401
0.07051282051282048,0.14564612982826433
0.3946886446886446,0.1284053391395185
0.20604395604395606,0.10340400332047146
0.10714285714285714,0.06509634061601245
-0.19963369963369962,0.14116578307163732
-0.10989010989010987,0.25581577088934154
0.45146520146520147,0.11149939906956013
0.26282051282051283,0.04194887132918803
0.2976190476190476,0.06912656333266187
0.08791208791208792,0.07870953270337774
0.37362637362637363,0.054698085858987715
0.336080586080586,0.08272469196457376
0.05586080586080588,0.1211407606211492
0.013736263736263743,0.16512428141873173
0.052197802197802186,0.17913031381926256
0.013736263736263743,0.11802632545083636
0.2417582417582418,0.0526541662915995
0.40109890109890106,0.02848836873841155
0.1336996336996337,0.14375161585274024
0.001831501831501825,0.22614788947346565
0.3644688644688645,0.05629167669956365
0.2271062271062271,0.044874873922406716
0.21794871794871795,0.0739151545001726
0.11813186813186816,0.044280298704291655
0.1346153846153846,0.10518665659532611
0.08516483516483518,0.10867389975668644
0.3186813186813186,0.07777284083154795
0.3095238095238095,0.0763097096210331
0.01831501831501831,0.17625050075719892
0.1556776556776557,0.07558485492154557
0.10164835164835163,0.25330672680302935
0.19597069597069594,0.09125111673774448
0.2893772893772894,0.03058533470760175
-0.15567765567765565,0.11398730585049278
0.0018315018315018343,0.09060253851898355
0.21886446886446884,0.09245234108270861
0.2884615384615385,0.16992353672840466
0.21428571428571427,0.13724575372130707
0.25824175824175827,0.0668175608676153
0.13095238095238096,0.06108357822726867
0.2637362637362637,0.1016138847529962
0.09065934065934061,0.1245383369692813
0.1620879120879121,0.10503311181986592
0.17673992673992675,0.0806025550066679
0.1730769230769231,0.07617640156463733
0.06135531135531135,0.12595748885845398
-0.07783882783882783,0.060318303313717674
0.28571428571428575,0.1561286308561961
0.12545787545787548,0.06430991009266995
0.37454212454212454,0.10388748765395302
0.3406593406593406,0.08306037334075322
-0.13278388278388278,0.09439491602459445
0.30036630036630035,0.07102023497637112
0.217032967032967,0.1194590684189362
0.1721611721611722,0.11492921902678836
0.034798534798534814,0.08708539532063155
0.1547619047619048,0.06376953615210189
0.036630036630036646,0.11993833213190215
0.07967032967032968,0.10536863888730756
0.15109890109890112,0.10720474801904639
-0.004578754578754576,0.1712988375565482
0.4358974358974359,0.02810417203180431
0.37362637362637363,0.0516814016385107
