,spearman,acc_loss
0,0.07509157509157509,0.19807560817522826
1,0.10347985347985349,0.13629989891159053
2,-0.08241758241758242,0.08699681191948834
3,-0.001831501831501832,0.18641522399466529
4,0.11355311355311355,0.0644609562878323
5,0.27106227106227104,0.2495870749674882
6,0.021978021978021973,0.24542412904905087
7,-0.07509157509157509,0.08029884236530312
8,0.24175824175824176,0.1055737397184635
9,0.16575091575091574,0.09615368959388494
10,-0.16575091575091572,0.07970105438838826
11,0.09432234432234432,0.07442428104729913
12,0.2573260073260073,0.17717212945795116
13,0.1043956043956044,0.3219365138496079
14,0.1648351648351648,0.2146677109691888
15,0.06684981684981685,0.13083019422134948
16,0.15476190476190477,0.14211729736205983
17,-0.01556776556776556,0.1577476116842554
18,0.08241758241758242,0.06689714950660308
19,0.13003663003663005,0.07423461776524226
20,0.05494505494505495,0.13098516341183372
21,-0.0924908424908425,0.3666753670015197
22,0.26465201465201466,0.10801362837913213
23,0.14652014652014653,0.12251269512873238
24,0.1703296703296703,0.06639527155843807
25,0.16391941391941392,0.06815070451255914
26,0.13553113553113552,0.1370313021152856
27,-0.07051282051282053,0.11332533256239975
28,0.07509157509157512,0.2201799778352326
29,0.00641025641025642,0.10479550218978846
30,-0.076007326007326,0.1359138937675892
31,0.05311355311355309,0.061338239004183476
32,0.23717948717948714,0.09245317284253018
33,0.059523809523809514,0.0812779081007227
34,-0.05769230769230769,0.13623480420670783
35,0.26373626373626374,0.26367231664787644
36,-0.010989010989010992,0.10451147555197293
37,-0.10164835164835166,0.1467022150613652
38,0.2536630036630037,0.2694764945732213
39,0.3021978021978022,0.13393763616819443
40,0.06135531135531135,0.09058079592677833
41,-0.07967032967032968,0.10005681421455141
42,-0.02197802197802197,0.31462808851838864
43,0.06318681318681317,0.1415610582409402
44,0.0293040293040293,0.04835425081794854
45,0.3745421245421245,0.052942678078587525
46,0.1172161172161172,0.11147234784445437
47,0.2271062271062271,0.08090751010125033
48,0.2683150183150183,0.2014223463288147
49,-0.04670329670329671,0.24649065138867346
50,0.08333333333333331,0.1739880058432494
51,0.009157509157509148,0.11004077685108858
52,0.12271062271062268,0.1346899269206807
53,0.12087912087912085,0.06511586685429202
54,0.17124542124542128,0.05818284332406252
55,0.09340659340659341,0.1664234870431308
56,0.17857142857142852,0.24469902168998656
57,-0.010989010989011014,0.07433213218057004
58,0.23168498168498167,0.0509066035915046
59,0.04395604395604393,0.27245733906537806
60,0.14377289377289376,0.10978030009130317
61,0.13186813186813187,0.1858009604575307
62,0.03846153846153846,0.22755925245308686
63,0.11355311355311352,0.1603317842083266
64,0.11813186813186816,0.11887872087707263
65,0.09065934065934066,0.08799435621890357
66,0.163003663003663,0.06702817381691197
67,0.07783882783882784,0.27509894887244984
68,0.3177655677655677,0.07900720752693625
69,-0.08424908424908427,0.06501088883690286
70,-0.0641025641025641,0.07041501924272746
71,0.07234432234432235,0.2299977515243358
72,0.04120879120879121,0.15231051454679248
73,0.06776556776556777,0.2924288990352339
74,0.2847985347985348,0.07516313371511636
75,0.0989010989010989,0.0772879195054939
76,-0.0448717948717949,0.08887472130856251
77,0.04945054945054946,0.17267956343157062
78,0.0924908424908425,0.10245403723431545
79,0.23901098901098897,0.08470676657304799
80,0.058608058608058615,0.12958662985037905
81,0.1794871794871795,0.15632661674263046
82,0.13095238095238096,0.20730494813253428
83,-0.12454212454212454,0.0753063280666005
84,-0.019230769230769208,0.16111430812816782
85,0.3241758241758242,0.03463329556888931
86,0.3846153846153846,0.2265853102906885
87,0.16391941391941392,0.16126016707559893
88,0.03937728937728938,0.06866980748844113
89,0.059523809523809514,0.0968782883770698
90,0.08424908424908424,0.17611991005379513
91,0.031135531135531136,0.19429462108948947
92,0.07051282051282053,0.10003712284381096
93,-0.010989010989010978,0.2662628319618314
94,-0.028388278388278374,0.1446279960258295
95,0.02838827838827838,0.11150030123764153
96,0.2976190476190476,0.09369606980804168
97,0.08699633699633698,0.11071245553194235
98,0.23076923076923075,0.07250858032376238
99,0.20329670329670327,0.11617895851403126
